Date,Description,Payee,Reference,Amount,Type,Status,Category Code,Category Name,Reconciled
2024-12-07,POS Purchase Newland Accessori 11 485442*038205 Dec,POS Purchase Newland Accessori 11 485442*038205 Dec,,1096.63,Debit,PENDING,,,No
2024-12-05,FNB App Payment From Thatego Madisa-Trip,FNB App Payment From Thatego Madisa-Trip,,500.00,Credit,PENDING,,,No
2024-12-05,Bank charges,ADT Cash Deposit 09741002 Bokamoso,,106.00,Credit,PENDING,,,No
2024-12-05,Bank charges,ADT Cash Deposit 09741002 B0 Kam 0 S0 Mbewe,,562.50,Credit,PENDING,,,No
2024-12-05,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,500.00,Credit,PENDING,,,No
2024-12-04,Int-Banking Pmt Frm Princess Dinah,Int-Banking Pmt Frm Princess Dinah,,1250.00,Credit,PENDING,,,No
2024-12-04,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,2.18,Debit,PENDING,,,No
2024-12-04,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Dec,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Dec,,113.67,Debit,PENDING,,,No
2024-12-04,Magtape Credit Capitec Naledi Seitshokelo,Magtape Credit Capitec Naledi Seitshokelo,,1150.00,Credit,PENDING,,,No
2024-12-03,Payshap Credit Hlulani Ndhlovu,Payshap Credit Hlulani Ndhlovu,,800.00,Credit,PENDING,,,No
2024-12-03,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Dec,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Dec,,199.99,Debit,PENDING,,,No
2024-12-03,POS Purchase 34.99 Apple.Com/Bil 485442*038230 Nov,POS Purchase 34.99 Apple.Com/Bil 485442*038230 Nov,,34.99,Debit,PENDING,,,No
2024-12-03,Payshap Credit TPelo,Payshap Credit TPelo,,480.00,Credit,PENDING,,,No
2024-12-03,Payshap Credit PMasuku,Payshap Credit Pmasuku,,630.00,Credit,PENDING,,,No
2024-12-03,Magtape Credit Capitec OMasilo,Magtape Credit Capitec OMasilo,,200.00,Credit,PENDING,,,No
2024-12-03,Magtape Credit Mphoentle Mthimunye,Magtape Credit Mphoentle Mthimunye,,450.00,Credit,PENDING,,,No
2024-12-03,POS Purchase Afrihost Com 3 400568*988801 Dec,POS Purchase Afrihost Com 3 400568*988801 Dec,,148.00,Debit,PENDING,,,No
2024-12-02,Payshap Credit TPelo,Payshap Credit TPelo,,800.00,Credit,PENDING,,,No
2024-12-02,Payshap Credit PMasuku,Payshap Credit Pmasuku,,50.00,Credit,PENDING,,,No
2024-12-02,Magtape Debit D6 Group_300618642_D6 Group,Magtape Debit D6 Group_300618642_D6 Group,,816.50,Debit,PENDING,,,No
2024-12-02,Payshap Credit Hlulani Ndhlovu,Payshap Credit Hlulani Ndhlovu,,200.00,Credit,PENDING,,,No
2024-12-02,Magtape Credit Capitec Kefentse Motsepe,Magtape Credit Capitec Kefentse Motsepe,,800.00,Credit,PENDING,,,No
2024-11-30,Scheduled Payment To Helen Moema Salary Elleelephant Salary,Scheduled Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2024-11-30,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6800.00,Debit,PENDING,,,No
2024-11-30,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2024-11-29,Payshap Credit PMasuku,Payshap Credit Pmasuku,,760.00,Credit,PENDING,,,No
2024-11-29,Payshap Credit MKabelo,Payshap Credit Mkabelo,,900.00,Credit,PENDING,,,No
2024-11-29,Payshap Credit Khanyisile Makwela,Payshap Credit Khanyisile Makwela,,900.00,Credit,PENDING,,,No
2024-11-29,Magtape Credit Investecpbcrche,Magtape Credit Investecpbcrche,,800.00,Credit,PENDING,,,No
2024-11-27,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,800.00,Credit,PENDING,,,No
2024-11-27,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,800.00,Credit,PENDING,,,No
2024-11-25,Magtape Credit Capitec Thatego Mphela,Magtape Credit Capitec Thatego Mphela,,950.00,Credit,PENDING,,,No
2024-11-25,Scheduled Payment To School Transport Direeditswe Ndlovu,Scheduled Payment To School Transport Direeditswe Ndlovu,,480.00,Debit,PENDING,,,No
2024-11-25,POS Purchase Dlocal*Microsoft M 400568*988824 Nov,POS Purchase Dlocal*Microsoft M 400568*988824 Nov,,109.00,Debit,PENDING,,,No
2024-11-25,Magtape Credit Capitec KRamatlhatse,Magtape Credit Capitec KRamatlhatse,,800.00,Credit,PENDING,,,No
2024-11-23,Payshap Credit Hlulani Ndhlovu,Payshap Credit Hlulani Ndhlovu,,500.00,Credit,PENDING,,,No
2024-11-22,POS Purchase Rain 400568*988820 Nov,POS Purchase Rain 400568*988820 Nov,,795.00,Debit,PENDING,,,No
2024-11-22,Payshap Credit Hlulani Ndhlovu,Payshap Credit Hlulani Ndhlovu,,150.00,Credit,PENDING,,,No
2024-11-21,Magtape Credit Khomotso Mashabela,Magtape Credit Khomotso Mashabela,,800.00,Credit,PENDING,,,No
2024-11-19,Int-Banking Pmt Frm Princess Dinah,Int-Banking Pmt Frm Princess Dinah,,280.00,Credit,PENDING,,,No
2024-11-19,Payshap Credit SPhadise,Payshap Credit SPhadise,,750.00,Credit,PENDING,,,No
2024-11-19,Payshap Credit SSkhosana,Payshap Credit Sskhosana,,250.00,Credit,PENDING,,,No
2024-11-19,Magtape Credit Capitec OMasilo,Magtape Credit Capitec OMasilo,,450.00,Credit,PENDING,,,No
2024-11-18,Payshap Credit TSiwa,Payshap Credit TSiwa,,800.00,Credit,PENDING,,,No
2024-11-18,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,160.00,Credit,PENDING,,,No
2024-11-16,Card POSCash Cshmr Ccn*One Stop P 74552004319141358003,Card POSCash Cshmr Ccn*One Stop P 74552004319141358003,,276.50,Debit,PENDING,,,No
2024-11-16,#Service Fees,#Service Fees,,19.90,Debit,PENDING,,,No
2024-11-16,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-11-16,Payshap Credit Hlulani Ndhlovu,Payshap Credit Hlulani Ndhlovu,,600.00,Credit,PENDING,,,No
2024-11-16,#Cash Deposit Fee,#Cash Deposit Fee,,45.30,Credit,PENDING,,,No
2024-11-15,FNB App Payment From Sethu'Entrance Fee,FNB App Payment From Sethu'Entrance Fee,,200.00,Credit,PENDING,,,No
2024-11-15,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-11-15,POS Purchase Autozone Mabopane 485442*038213 Nov,POS Purchase Autozone Mabopane 485442*038213 Nov,,1553.68,Debit,PENDING,,,No
2024-11-15,FNB App Payment From Sethu,FNB App Payment From Sethu,,900.00,Credit,PENDING,,,No
2024-11-14,POS Purchase Leomi Fashions 485442*038212 Nov,POS Purchase Leomi Fashions 485442*038212 Nov,,1003.68,Debit,PENDING,,,No
2024-11-12,Bank charges,ADT Cash Deposit 09741002 Bokamoso Mbewe,,815.10,Credit,PENDING,,,No
2024-11-11,FNB App Payment From Neoentle Pondja,FNB App Payment From Neoentle Pondja,,350.00,Credit,PENDING,,,No
2024-11-08,POS Purchase Cme Chicken Wholesa 485442*038206 Nov,POS Purchase Cme Chicken Wholesa 485442*038206 Nov,,503.68,Debit,PENDING,,,No
2024-11-08,POS Purchase Roots Mabopane 485442*038205 Nov,POS Purchase Roots Mabopane 485442*038205 Nov,,197.38,Debit,PENDING,,,No
2024-11-07,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,800.00,Credit,PENDING,,,No
2024-11-07,POS Purchase Big Save Mabopane 485442*038204 Nov,POS Purchase Big Save Mabopane 485442*038204 Nov,,1637.64,Debit,PENDING,,,No
2024-11-07,Payshap Credit Leano,Payshap Credit Leano,,800.00,Credit,PENDING,,,No
2024-11-07,Bank charges,ADT Cash Deposit 02014004 Boago Masilo,,815.10,Credit,PENDING,,,No
2024-11-07,Bank charges,ADT Cash Deposit 09052001 Phetogo Mbezi,,815.10,Credit,PENDING,,,No
2024-11-05,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2024-11-05,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6800.00,Debit,PENDING,,,No
2024-11-04,Magtape Credit Capitec Kefentse Motsepe,Magtape Credit Capitec Kefentse Motsepe,,800.00,Credit,PENDING,,,No
2024-11-04,Magtape Credit Capitec Naledi Seitshokelo,Magtape Credit Capitec Naledi Seitshokelo,,800.00,Credit,PENDING,,,No
2024-11-04,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,800.00,Credit,PENDING,,,No
2024-11-04,Payshap Credit SPhadise,Payshap Credit SPhadise,,1000.00,Credit,PENDING,,,No
2024-11-02,POS Purchase Afrihost Com 3 400568*988801 Nov,POS Purchase Afrihost Com 3 400568*988801 Nov,,49.00,Debit,PENDING,,,No
2024-11-02,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Nov,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Nov,,199.99,Debit,PENDING,,,No
2024-11-02,Payshap Credit Hlulani Ndhlovu,Payshap Credit Hlulani Ndhlovu,,800.00,Credit,PENDING,,,No
2024-11-01,Magtape Debit D6 Group_299459189_D6 Group,Magtape Debit D6 Group_299459189_D6 Group,,816.50,Debit,PENDING,,,No
2024-10-31,Magtape Credit Investecpbcrche,Magtape Credit Investecpbcrche,,800.00,Credit,PENDING,,,No
2024-10-30,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2024-10-30,Scheduled Payment To Helen Moema Salary Elleelephant Salary,Scheduled Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2024-10-29,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,800.00,Credit,PENDING,,,No
2024-10-29,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,2.18,Debit,PENDING,,,No
2024-10-28,Magtape Credit Capitec TPelo,Magtape Credit Capitec TPelo,,800.00,Credit,PENDING,,,No
2024-10-28,Magtape Credit Capitec Bokamoso Mbewe,Magtape Credit Capitec Bokamoso Mbewe,,250.00,Credit,PENDING,,,No
2024-10-28,Payshap Credit BMakwela,Payshap Credit BMakwela,,900.00,Credit,PENDING,,,No
2024-10-26,POS Purchase Ccn*Star Supermark 4 485442*038224 Oct,POS Purchase Ccn*Star Supermark 4 485442*038224 Oct,,590.00,Debit,PENDING,,,No
2024-10-26,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,800.00,Credit,PENDING,,,No
2024-10-25,POS Purchase Dlocal*Microsoft M 400568*988824 Oct,POS Purchase Dlocal*Microsoft M 400568*988824 Oct,,109.00,Debit,PENDING,,,No
2024-10-25,Magtape Credit Capitec KRamatlhatse,Magtape Credit Capitec KRamatlhatse,,810.00,Credit,PENDING,,,No
2024-10-25,Magtape Credit Capitec Thatego Mphela,Magtape Credit Capitec Thatego Mphela,,1280.00,Credit,PENDING,,,No
2024-10-24,Scheduled Payment To School Transport Direeditswe Ndlovu,Scheduled Payment To School Transport Direeditswe Ndlovu,,480.00,Debit,PENDING,,,No
2024-10-24,Payshap Credit MKabelo,Payshap Credit Mkabelo,,900.00,Credit,PENDING,,,No
2024-10-22,POS Purchase Rain 400568*988820 Oct,POS Purchase Rain 400568*988820 Oct,,795.00,Debit,PENDING,,,No
2024-10-22,Magtape Credit Khomotso Mashabela,Magtape Credit Khomotso Mashabela,,800.00,Credit,PENDING,,,No
2024-10-21,Payshap Credit TSiwa,Payshap Credit TSiwa,,810.00,Credit,PENDING,,,No
2024-10-19,Payshap Credit SSkhosana,Payshap Credit Sskhosana,,1450.00,Credit,PENDING,,,No
2024-10-18,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,800.00,Credit,PENDING,,,No
2024-10-17,#Service Fees,#Service Fees,,75.12,Debit,PENDING,,,No
2024-10-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-10-17,#Cash Deposit Fee,#Cash Deposit Fee,,45.30,Credit,PENDING,,,No
2024-10-16,Magtape Credit Mosa Khoza,Magtape Credit Mosa Khoza,,800.00,Credit,PENDING,,,No
2024-10-15,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-10-14,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,550.00,Credit,PENDING,,,No
2024-10-11,FNB App Payment To Photo Packs Elle Elephant-Elsi,FNB App Payment To Photo Packs Elle Elephant-Elsi,,3714.30,Debit,PENDING,,,No
2024-10-10,Fuel Purchase BPHighway Soshangu 485442*038208 Oct,Fuel Purchase BPHighway Soshangu 485442*038208 Oct,,203.68,Debit,PENDING,,,No
2024-10-10,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,1300.00,Credit,PENDING,,,No
2024-10-09,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2024-10-08,Bank charges,ADT Cash Deposit 01052001 Leano,,815.10,Credit,PENDING,,,No
2024-10-07,POS Purchase Shoprite Morula 485442*038204 Oct,POS Purchase Shoprite Morula 485442*038204 Oct,,580.29,Debit,PENDING,,,No
2024-10-07,Int-Banking Pmt Frm Princess Dinah,Int-Banking Pmt Frm Princess Dinah,,900.00,Credit,PENDING,,,No
2024-10-07,Bank charges,ADT Cash Deposit 02014005 Boago Masilo,,815.10,Credit,PENDING,,,No
2024-10-05,POS Purchase Big Save Mabopane 485442*038202 Oct,POS Purchase Big Save Mabopane 485442*038202 Oct,,1743.43,Debit,PENDING,,,No
2024-10-04,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,800.00,Credit,PENDING,,,No
2024-10-04,Bank charges,ADT Cash Deposit 09741002 Phetogo Mbezi,,815.10,Credit,PENDING,,,No
2024-10-03,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Oct,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Oct,,203.67,Debit,PENDING,,,No
2024-10-03,POS Purchase Discount(Hardware) 485442*038201 Oct,POS Purchase Discount(Hardware) 485442*038201 Oct,,213.68,Debit,PENDING,,,No
2024-10-02,FNB App Payment From Sethu,FNB App Payment From Sethu,,2000.00,Credit,PENDING,,,No
2024-10-02,Payshap Credit SPhadise,Payshap Credit SPhadise,,1000.00,Credit,PENDING,,,No
2024-10-02,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,800.00,Credit,PENDING,,,No
2024-10-02,POS Purchase Afrihost Com 3 400568*988801 Oct,POS Purchase Afrihost Com 3 400568*988801 Oct,,52.68,Debit,PENDING,,,No
2024-10-02,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,2.18,Debit,PENDING,,,No
2024-10-01,Payshap Credit Hlulani Ndhlovu,Payshap Credit Hlulani Ndhlovu,,800.00,Credit,PENDING,,,No
2024-10-01,Magtape Credit Capitec Naledi Seitshokelo,Magtape Credit Capitec Naledi Seitshokelo,,800.00,Credit,PENDING,,,No
2024-10-01,Magtape Debit D6 Group_297837005_D6 Group,Magtape Debit D6 Group_297837005_D6 Group,,828.79,Debit,PENDING,,,No
2024-09-30,Scheduled Payment To Helen Moema Salary Elleelephant Salary,Scheduled Payment To Helen Moema Salary Elleelephant Salary,,2505.00,Debit,PENDING,,,No
2024-09-30,Magtape Credit Investecpbcrche,Magtape Credit Investecpbcrche,,800.00,Credit,PENDING,,,No
2024-09-30,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,800.00,Credit,PENDING,,,No
2024-09-30,Bank charges,POS Purchase Hpy*Five Star Hardw 485442*038226 Sep,,83.68,Debit,PENDING,,,No
2024-09-30,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2505.00,Debit,PENDING,,,No
2024-09-30,Bank charges,Fuel Purchase Engen Winterveldt S 485442*038227 Sep,,303.68,Debit,PENDING,,,No
2024-09-30,Magtape Credit Capitec TPelo,Magtape Credit Capitec TPelo,,800.00,Credit,PENDING,,,No
2024-09-30,Magtape Credit Capitec Boago Masilo,Magtape Credit Capitec Boago Masilo,,800.00,Credit,PENDING,,,No
2024-09-28,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6805.00,Debit,PENDING,,,No
2024-09-27,FNB App Transfer From Owner Loan To Busine,FNB App Transfer From Owner Loan To Busine,,12000.00,Credit,PENDING,,,No
2024-09-26,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,800.00,Credit,PENDING,,,No
2024-09-26,Payshap Credit BMakwela,Payshap Credit BMakwela,,900.00,Credit,PENDING,,,No
2024-09-25,POS Purchase Hpy*Five Star Hardw 485442*038220 Sep,POS Purchase Hpy*Five Star Hardw 485442*038220 Sep,,380.00,Debit,PENDING,,,No
2024-09-25,POS Purchase Dlocal*Microsoft M 400568*988824 Sep,POS Purchase Dlocal*Microsoft M 400568*988824 Sep,,112.68,Debit,PENDING,,,No
2024-09-25,Scheduled Payment To School Transport Direeditswe Ndlovu,Scheduled Payment To School Transport Direeditswe Ndlovu,,480.00,Debit,PENDING,,,No
2024-09-25,Magtape Credit Capitec KRamatlhatse,Magtape Credit Capitec KRamatlhatse,,800.00,Credit,PENDING,,,No
2024-09-25,Bank charges,ATM Cash 00877436 485442*0382,,360.00,Debit,PENDING,,,No
2024-09-25,Magtape Credit Capitec Thatego Mphela,Magtape Credit Capitec Thatego Mphela,,1150.00,Credit,PENDING,,,No
2024-09-25,Fuel Purchase BPGarage Klipgat 485442*038221 Sep,Fuel Purchase BPGarage Klipgat 485442*038221 Sep,,200.00,Debit,PENDING,,,No
2024-09-23,POS Purchase Rain 400568*988820 Sep,POS Purchase Rain 400568*988820 Sep,,795.00,Debit,PENDING,,,No
2024-09-23,POS Purchase Roots Mabopane-Uc 485442*038219 Sep,POS Purchase Roots Mabopane-Uc 485442*038219 Sep,,196.20,Debit,PENDING,,,No
2024-09-20,POS Purchase Hpy*Five Star Hardw 485442*038217 Sep,POS Purchase Hpy*Five Star Hardw 485442*038217 Sep,,255.00,Debit,PENDING,,,No
2024-09-19,POS Purchase Hpy*Five Star Hardw 485442*038216 Sep,POS Purchase Hpy*Five Star Hardw 485442*038216 Sep,,200.00,Debit,PENDING,,,No
2024-09-19,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,800.00,Credit,PENDING,,,No
2024-09-19,Fuel Purchase Engen Winterveldt S 485442*038217 Sep,Fuel Purchase Engen Winterveldt S 485442*038217 Sep,,300.00,Debit,PENDING,,,No
2024-09-19,POS Purchase Hpy*Five Star Hardw 485442*038216 Sep,POS Purchase Hpy*Five Star Hardw 485442*038216 Sep,,360.00,Debit,PENDING,,,No
2024-09-18,Payshap Credit TSiwa,Payshap Credit TSiwa,,850.00,Credit,PENDING,,,No
2024-09-18,Rtc Credit MKabelo 84 Ccaff 806,Rtc Credit MKabelo 84 Ccaff 806,,1090.00,Credit,PENDING,,,No
2024-09-18,POS Purchase Roots Mabopane POS 485442*038215 Sep,POS Purchase Roots Mabopane POS 485442*038215 Sep,,259.50,Debit,PENDING,,,No
2024-09-17,#Cash Deposit Fee,#Cash Deposit Fee,,115.10,Credit,PENDING,,,No
2024-09-17,Bank charges,ATM Cash 00877436 485442*0382,,4100.00,Debit,PENDING,,,No
2024-09-17,Bank charges,ATM Cash 00877436 485442*0382,,717.50,Debit,PENDING,,,No
2024-09-17,#Service Fees,#Service Fees,,220.90,Debit,PENDING,,,No
2024-09-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-09-16,Bank charges,ADT Cash Deposit 09741001 Leano,,207.30,Credit,PENDING,,,No
2024-09-14,Bank charges,ATM Cash 00877436 485442*0382,,3485.00,Debit,PENDING,,,No
2024-09-14,POS Purchase Nawaz General Deale 485442*038212 Sep,POS Purchase Nawaz General Deale 485442*038212 Sep,,26172.68,Debit,PENDING,,,No
2024-09-13,Payshap Credit Boago Masilo,Payshap Credit Boago Masilo,,900.00,Credit,PENDING,,,No
2024-09-13,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-09-13,Magtape Credit Capitec Bokamoso Mbewe,Magtape Credit Capitec Bokamoso Mbewe,,800.00,Credit,PENDING,,,No
2024-09-12,Bank charges,ADT Cash Deposit 09741002 Minientle Masuku,,815.10,Credit,PENDING,,,No
2024-09-12,FNB App Transfer From Owner Loan To Biz,FNB App Transfer From Owner Loan To Biz,,10000.00,Credit,PENDING,,,No
2024-09-11,POS Purchase Shoprite Morula 485442*038209 Sep,POS Purchase Shoprite Morula 485442*038209 Sep,,986.47,Debit,PENDING,,,No
2024-09-11,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2024-09-09,POS Purchase Openai 400568*988808 Sep,POS Purchase Openai 400568*988808 Sep,,186.30,Debit,PENDING,,,No
2024-09-07,POS Purchase Yoco*Imprint Pho 485442*038205 Sep,POS Purchase Yoco*Imprint Pho 485442*038205 Sep,,1003.68,Debit,PENDING,,,No
2024-09-05,Bank charges,POS Purchase Csb Bonaventure 485442*038202 Sep,,220.58,Debit,PENDING,,,No
2024-09-05,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,800.00,Credit,PENDING,,,No
2024-09-05,FNB App Payment From Kefentse Motsepe,FNB App Payment From Kefentse Motsepe,,800.00,Credit,PENDING,,,No
2024-09-04,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,2.18,Debit,PENDING,,,No
2024-09-04,Bank charges,ADT Cash Deposit Bloedstr NSeitshokelo,,461.20,Credit,PENDING,,,No
2024-09-03,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Sep,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Sep,,199.99,Debit,PENDING,,,No
2024-09-03,Payshap Credit Mosa Khoza,Payshap Credit Mosa Khoza,,450.00,Credit,PENDING,,,No
2024-09-03,Payshap Credit Leano,Payshap Credit Leano,,800.00,Credit,PENDING,,,No
2024-09-03,Payshap Credit Hlulani Ndhlovu,Payshap Credit Hlulani Ndhlovu,,800.00,Credit,PENDING,,,No
2024-09-03,FNB App Payment To Elsie Ndlovu Salary Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Salary Elle Elephant Salary,,6800.00,Debit,PENDING,,,No
2024-09-03,Int-Banking Pmt Frm Princess Dinah,Int-Banking Pmt Frm Princess Dinah,,1350.00,Credit,PENDING,,,No
2024-09-03,Magtape Credit Capitec Naledi Seitshokelo,Magtape Credit Capitec Naledi Seitshokelo,,800.00,Credit,PENDING,,,No
2024-09-03,POS Purchase Afrihost Com 3 400568*988801 Sep,POS Purchase Afrihost Com 3 400568*988801 Sep,,49.00,Debit,PENDING,,,No
2024-09-02,Magtape Debit D6 Group_296250278_D6 Group,Magtape Debit D6 Group_296250278_D6 Group,,816.50,Debit,PENDING,,,No
2024-09-02,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,800.00,Credit,PENDING,,,No
2024-08-31,FNB App Payment From Sethu Photo,FNB App Payment From Sethu Photo,,450.00,Credit,PENDING,,,No
2024-08-30,ADT Cash Deposit 09052001 Phetogo Mbezi,ADT Cash Deposit 09052001 Phetogo Mbezi,,815.10,Credit,PENDING,,,No
2024-08-30,Scheduled Payment To Helen Moema Salary Elleelephant Salary,Scheduled Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2024-08-30,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2024-08-30,Magtape Credit Investecpbcrche,Magtape Credit Investecpbcrche,,800.00,Credit,PENDING,,,No
2024-08-30,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,300.00,Credit,PENDING,,,No
2024-08-29,Magtape Credit Capitec OMasilo,Magtape Credit Capitec OMasilo,,600.00,Credit,PENDING,,,No
2024-08-27,Bank charges,ADT Cash Deposit 09052002 Phetogo Mbezi,,308.60,Credit,PENDING,,,No
2024-08-27,Magtape Credit Mphoentle Mthimunye,Magtape Credit Mphoentle Mthimunye,,450.00,Credit,PENDING,,,No
2024-08-26,Magtape Credit Capitec TPelo,Magtape Credit Capitec TPelo,,1250.00,Credit,PENDING,,,No
2024-08-26,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,1600.00,Credit,PENDING,,,No
2024-08-26,Payshap Credit BMakwela,Payshap Credit BMakwela,,1800.00,Credit,PENDING,,,No
2024-08-26,Payshap Credit SPhadise,Payshap Credit SPhadise,,1400.00,Credit,PENDING,,,No
2024-08-26,POS Purchase Dlocal*Microsoft M 400568*988824 Aug,POS Purchase Dlocal*Microsoft M 400568*988824 Aug,,109.00,Debit,PENDING,,,No
2024-08-26,POS Purchase Newland Accessories 485442*038222 Aug,POS Purchase Newland Accessories 485442*038222 Aug,,783.96,Debit,PENDING,,,No
2024-08-24,Bank charges,ADT Cash Deposit 01052005 Tsheofatso,,1422.90,Credit,PENDING,,,No
2024-08-24,Scheduled Payment To School Transport Direeditswe Ndlovu,Scheduled Payment To School Transport Direeditswe Ndlovu,,480.00,Debit,PENDING,,,No
2024-08-24,Magtape Credit Capitec Thatego Mphela,Magtape Credit Capitec Thatego Mphela,,800.00,Credit,PENDING,,,No
2024-08-24,Payshap Credit Leano,Payshap Credit Leano,,150.00,Credit,PENDING,,,No
2024-08-22,POS Purchase Rain 400568*988820 Aug,POS Purchase Rain 400568*988820 Aug,,795.00,Debit,PENDING,,,No
2024-08-22,Bank charges,ADT Cash Deposit 00686115 Kgomotso Mashabela,,815.10,Credit,PENDING,,,No
2024-08-20,Bank charges,ADT Cash Deposit 00049005 Lesego,,461.20,Credit,PENDING,,,No
2024-08-19,ADT Cash Deposit Bloedstr Phetogo Mbezi,ADT Cash Deposit Bloedstr Phetogo Mbezi,,308.60,Credit,PENDING,,,No
2024-08-17,#Service Fees,#Service Fees,,65.58,Debit,PENDING,,,No
2024-08-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-08-17,#Cash Deposit Fee,#Cash Deposit Fee,,94.50,Credit,PENDING,,,No
2024-08-16,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,800.00,Credit,PENDING,,,No
2024-08-16,Bank charges,ADT Cash Deposit 01171007 Minentle,,815.10,Credit,PENDING,,,No
2024-08-16,Payshap Credit SSkhosana,Payshap Credit Sskhosana,,1000.00,Credit,PENDING,,,No
2024-08-16,Payshap Credit TSiwa,Payshap Credit TSiwa,,1300.00,Credit,PENDING,,,No
2024-08-16,Payshap Credit SSkhosana,Payshap Credit Sskhosana,,350.00,Credit,PENDING,,,No
